Recency,Frequency,Monetary,Cluster
25,3,380.55,0
4,21,4604.22,0
52,1,161.94,0
0,5,530.08,0
54,2,950.9300000000001,0
25,1,262.68,0
8,5,1903.13,0
51,3,3049.88,0
12,10,1894.11,0
211,3,816.73,0
21,19,4345.5,0
235,1,406.48,0
138,3,435.02,0
3,7,1161.27,0
56,3,1178.56,0
122,4,1262.75,0
108,2,167.61,0
29,1,20.8,0
0,9,2085.08,0
184,5,493.67,0
8,2,292.34,0
238,2,416.64,0
86,1,117.35000000000001,0
38,3,507.05,0
115,1,234.17,0
186,1,110.55000000000001,0
226,1,201.19,0
7,10,2148.47,0
188,1,319.02,0
3,2,439.43,0
38,3,650.41,0
2,2,232.20999999999998,0
266,1,251.51999999999998,0
76,1,344.33,0
3,8,1809.05,0
254,2,1078.96,0
60,1,384.06,0
12,8,1920.2,0
77,5,4392.42,0
16,11,5461.62,0
29,2,1873.2,0
2,7,1625.05,0
4,1,126.12,0
6,6,1133.25,0
218,1,179.0,0
10,6,1601.8600000000001,0
371,1,-1.25,0
29,9,1427.46,0
287,3,702.0,0
149,6,287.02000000000004,0
22,2,484.82,0
0,11,3989.57,0
72,4,1487.78,0
45,2,1412.94,0
4,4,781.78,0
50,7,877.4300000000001,0
16,2,185.46,0
29,1,270.9,0
7,4,565.58,0
28,3,1842.56,0
2,27,8574.11,3
40,2,920.1,0
10,4,1272.61,0
30,1,71.0,0
44,3,95.85,0
60,3,357.77,0
184,2,154.82999999999998,0
78,7,848.59,0
110,2,716.0,0
63,1,146.87,0
11,2,380.35,0
85,3,1030.14,0
15,4,734.5699999999999,0
245,3,388.33,0
77,2,1253.22,0
29,1,112.4,0
137,1,449.73,0
26,4,1065.77,0
2,5,1044.3799999999999,0
31,4,1735.18,0
8,3,897.4300000000001,0
112,3,339.44,0
156,1,642.02,0
84,3,1100.9,0
114,6,864.32,0
2,11,5594.78,0
95,6,3228.84,0
193,1,247.14000000000001,0
27,1,413.75,0
128,2,496.38,0
27,6,1353.83,0
81,3,1179.89,0
29,5,3095.04,0
265,1,234.24,0
73,12,5116.13,0
313,5,534.47,0
8,11,1421.59,0
58,3,859.35,0
142,1,-112.35,0
11,22,4531.34,0
27,13,2655.2200000000003,0
113,1,312.14,0
8,14,2385.48,0
17,4,1446.09,0
17,5,813.77,0
35,3,841.0799999999999,0
35,2,378.2,0
77,1,118.80000000000001,0
21,3,285.5,0
24,2,290.16,0
32,2,2003.85,0
108,3,1405.78,0
34,2,2949.75,0
122,6,1555.05,0
6,6,2050.08,0
27,4,1991.01,0
3,8,2041.8500000000001,0
2,10,3802.81,0
49,4,1777.78,0
317,2,270.20000000000005,0
21,6,1088.2,0
8,7,992.6800000000001,0
17,2,971.74,0
9,4,1621.73,0
261,1,25.5,0
158,2,665.78,0
32,7,10380.43,3
28,8,869.6800000000001,0
164,1,163.29999999999998,0
46,1,248.61,0
5,10,747.22,0
7,5,806.9000000000001,0
287,1,116.19999999999999,0
317,1,157.02,0
2,3,593.61,0
232,1,307.46,0
118,1,138.32,0
161,1,345.29999999999995,0
184,1,298.89,0
49,1,259.35,0
151,7,991.85,0
334,1,157.09,0
4,5,2463.17,0
15,7,4892.240000000001,0
106,2,425.0,0
15,7,1139.73,0
275,1,380.5,0
15,15,10585.57,3
246,1,465.32,0
238,1,579.0,0
0,2,984.57,0
105,3,749.78,0
22,6,1679.64,0
51,1,124.88,0
194,4,1503.5,0
23,1,213.78,0
74,1,329.34,0
17,2,251.70000000000002,0
7,3,306.55,0
31,3,1266.97,0
21,4,1534.73,0
30,6,3518.03,0
28,11,1707.21,0
21,2,293.1,0
32,8,2466.4,0
283,1,158.68,0
38,3,189.49,0
49,4,816.88,0
288,1,224.91,0
74,2,313.26,0
4,9,3755.65,0
217,1,59.9,0
43,5,1430.94,0
201,1,306.13,0
177,3,711.79,0
55,6,780.38,0
56,2,239.92000000000002,0
7,8,3286.9100000000003,0
46,2,144.0,0
226,1,203.95,0
10,9,2275.58,0
105,2,384.40000000000003,0
58,3,249.74,0
27,7,2095.13,0
35,9,1674.46,0
273,2,262.62,0
29,1,1013.01,0
23,3,692.22,0
53,1,342.63,0
35,6,3563.85,0
168,9,1352.91,0
53,1,384.08,0
52,1,204.24,0
26,9,2299.67,0
252,1,226.85,0
39,11,2741.08,0
59,7,984.12,0
233,1,113.5,0
3,10,1960.72,0
31,1,114.23,0
23,14,3198.25,0
6,2,335.13,0
64,1,354.15,0
309,2,426.79,0
308,1,393.49,0
18,6,939.32,0
15,8,1906.09,0
95,2,318.76,0
263,11,3466.67,0
11,14,3127.82,0
2,2,421.52,0
34,1,190.88,0
182,1,149.89000000000001,0
24,2,550.06,0
12,6,916.13,0
10,2,314.69,0
2,17,3744.65,0
312,2,379.95,0
107,2,1135.04,0
0,30,8628.55,3
52,1,954.9,0
204,1,171.45,0
14,1,282.19,0
119,1,318.65,0
3,2,384.52,0
362,1,283.28000000000003,0
116,2,353.86,0
17,1,178.26,0
4,2,272.44,0
40,2,298.41,0
106,2,240.0,0
147,2,603.37,0
51,5,1253.3600000000001,0
207,1,63.440000000000005,0
138,2,562.9,0
1,3,310.64,0
126,2,317.62,0
107,4,763.64,0
41,5,2144.53,0
34,1,111.97999999999999,0
227,2,1065.3500000000001,0
240,1,246.04,0
57,1,187.82999999999998,0
129,3,1703.41,0
59,7,1641.68,0
21,1,153.92,0
25,7,1064.11,0
8,7,1419.73,0
31,4,936.16,0
3,2,525.24,0
307,1,550.8000000000001,0
7,9,1875.1100000000001,0
28,3,556.95,0
16,1,131.78,0
100,2,498.42,0
11,4,669.11,0
20,1,197.63,0
14,6,1119.93,0
360,1,250.04,0
10,21,8600.73,3
364,1,-152.64000000000001,0
94,1,82.75,0
77,2,1384.85,0
138,3,644.3,0
17,2,2288.13,0
24,11,2514.76,0
0,43,6204.46,0
45,5,2524.02,0
99,3,1200.6200000000001,0
7,2,700.86,0
14,9,908.99,0
17,4,990.23,0
279,1,96.8,0
13,2,523.11,0
22,2,363.9,0
123,1,175.2,0
85,1,494.25,0
300,3,306.6,0
150,7,1944.32,0
16,10,6612.18,0
93,2,243.36,0
8,16,11891.18,3
156,3,781.36,0
354,1,193.64,0
45,1,160.57,0
14,4,537.74,0
3,16,2611.58,0
85,1,228.96,0
14,5,1159.52,0
178,1,110.75,0
7,5,1256.19,0
35,3,587.15,0
128,2,1740.0,0
50,1,1393.06,0
311,1,178.22,0
23,2,388.14,0
302,2,365.85,0
10,1,127.86,0
16,3,585.79,0
48,3,488.2,0
238,2,312.23,0
0,12,4455.73,0
12,8,4801.56,0
237,1,168.4,0
22,9,1349.52,0
72,4,446.18,0
16,3,423.89,0
40,8,1342.68,0
39,4,646.92,0
218,2,495.77,0
189,4,372.5,0
70,2,203.2,0
23,21,3925.92,0
10,1,404.66,0
8,30,20272.43,3
64,1,65.4,0
3,1,199.29,0
18,2,336.4,0
14,1,261.11,0
7,6,2686.42,0
19,2,784.11,0
77,4,1259.56,0
0,43,31300.079999999998,3
163,2,508.8,0
306,2,457.91,0
218,1,203.86999999999998,0
38,8,7330.8,0
21,2,696.41,0
114,3,653.38,0
125,5,2129.96,0
4,13,2633.85,0
35,1,281.62,0
0,5,967.22,0
329,5,1928.72,0
162,1,32.65,0
184,2,771.85,0
15,5,1214.72,0
11,4,748.94,0
2,7,1258.06,0
43,2,778.0,0
78,1,507.84,0
29,9,6838.34,0
41,2,463.46000000000004,0
10,14,4200.97,0
49,3,598.83,0
15,10,1853.1299999999999,0
44,4,663.63,0
18,2,759.17,0
3,7,5022.26,0
71,1,100.8,0
0,33,17078.45,3
120,4,512.12,0
32,2,265.76,0
312,1,403.3,0
17,2,365.76,0
87,1,303.15999999999997,0
1,9,2333.42,0
1,2,216.29999999999998,0
246,2,378.3,0
147,5,177.1,0
28,10,2210.2599999999998,0
176,2,120.9,0
39,2,541.53,0
144,1,-4287.63,0
1,8,2504.86,0
7,55,187482.17,1
0,10,1648.95,0
17,2,486.71999999999997,0
191,4,517.53,0
203,1,131.7,0
364,1,249.86,0
126,5,1737.7,0
14,1,316.5,0
42,2,657.3,0
78,8,452.63,0
22,3,757.46,0
50,3,662.94,0
15,6,1881.36,0
157,1,289.96000000000004,0
9,2,763.28,0
9,2,137.0,0
15,6,1843.06,0
44,5,1125.07,0
190,3,710.29,0
78,1,194.37,0
73,2,506.51,0
3,5,1249.34,0
64,3,414.04,0
260,1,396.87,0
58,2,376.64,0
0,11,1926.8799999999999,0
0,11,3541.92,0
247,1,374.57,0
7,2,497.56,0
358,1,271.05,0
75,1,272.22,0
289,1,622.88,0
16,3,1138.0,0
220,2,288.6,0
8,4,689.1,0
2,2,558.96,0
205,10,2745.2799999999997,0
160,2,1145.84,0
69,2,294.29,0
261,2,605.58,0
57,11,6100.74,0
24,1,308.48,0
2,46,88125.38,2
28,11,2920.04,0
71,1,513.2,0
127,1,208.65,0
30,4,639.02,0
14,5,768.08,0
308,1,153.94,0
16,7,1839.07,0
53,1,546.81,0
23,4,721.9599999999999,0
1,5,1070.71,0
10,4,652.74,0
360,1,145.0,0
359,1,422.70000000000005,0
0,8,706.7,0
53,6,888.86,0
0,11,3540.1,0
0,10,2385.0,0
120,2,293.45,0
53,1,223.36,0
279,1,164.4,0
176,1,76.5,0
29,2,897.62,0
25,1,98.42,0
8,3,570.4,0
269,1,170.75,0
42,3,645.96,0
371,1,-11.8,0
217,3,-141.48,0
23,2,148.86,0
196,3,267.16,0
358,1,306.84,0
42,6,909.96,0
129,1,1487.6,0
0,5,1952.45,0
19,2,483.26,0
205,1,157.9,0
13,3,541.46,0
94,5,854.95,0
18,1,167.62,0
13,8,1107.38,0
23,3,454.01,0
7,2,901.21,0
6,10,4012.56,0
331,1,344.14,0
49,4,1498.51,0
70,4,226.75000000000003,0
28,4,362.9,0
242,1,185.65,0
7,22,3457.78,0
190,2,124.74,0
4,4,440.2,0
252,3,215.72,0
0,31,10736.11,3
235,1,175.27,0
6,3,1227.3,0
108,4,1133.07,0
99,3,1240.2,0
59,4,2404.17,0
1,3,1479.22,0
72,8,2215.02,0
3,6,3911.56,0
84,2,993.18,0
11,2,388.79,0
22,7,2827.93,0
213,1,2044.3700000000001,0
17,1,161.67000000000002,0
238,1,116.00999999999999,0
1,8,5050.77,0
49,5,-1165.3,0
216,2,309.36,0
32,2,193.42,0
40,6,1103.92,0
3,19,3947.87,0
52,10,1992.76,0
22,17,4509.37,0
56,1,390.07,0
129,3,329.6,0
173,3,571.1999999999999,0
5,3,971.58,0
311,1,218.52,0
59,1,81.44,0
20,4,1336.1,0
32,1,527.0500000000001,0
14,2,843.48,0
17,4,2047.0,0
80,1,75.75,0
5,9,1784.12,0
169,2,503.59999999999997,0
1,3,528.33,0
30,6,1242.34,0
35,9,2361.9700000000003,0
8,2,265.93,0
30,2,547.0600000000001,0
275,1,108.5,0
86,1,621.66,0
119,2,712.29,0
372,1,101.55,0
0,17,2768.98,0
218,4,995.6600000000001,0
64,1,133.06,0
60,5,1789.55,0
134,2,861.74,0
20,1,166.08,0
11,14,3886.67,0
24,18,4737.13,0
28,5,1175.88,0
276,1,117.55,0
10,8,2571.7400000000002,0
72,5,1674.69,0
10,3,485.88,0
3,14,2954.75,0
140,1,196.0,0
25,9,1788.27,0
18,2,604.64,0
3,2,728.16,0
65,5,2055.51,0
0,2,347.75,0
42,7,3406.7200000000003,0
227,1,205.7,0
15,6,1284.08,0
43,4,3106.62,0
0,7,1622.22,0
73,2,551.04,0
0,41,20098.1,3
3,7,1383.27,0
1,43,16219.22,3
263,1,298.11,0
52,2,1992.1100000000001,0
23,1,184.4,0
9,7,2459.33,0
43,1,239.41,0
16,7,3191.53,0
6,7,5739.46,0
29,16,4748.45,0
357,2,290.40000000000003,0
126,5,733.4399999999999,0
135,3,187.02,0
141,1,283.12,0
131,2,765.34,0
37,14,2201.05,0
235,1,338.95,0
260,1,154.95,0
16,6,2508.89,0
252,1,417.95,0
29,6,1719.72,0
34,3,798.74,0
168,2,885.19,0
2,10,1781.12,0
3,22,10097.37,3
184,2,152.4,0
187,2,267.08,0
169,1,137.45,0
10,2,385.1,0
44,1,522.91,0
320,1,153.0,0
200,1,326.4,0
22,12,5505.79,0
231,1,139.35,0
37,18,5367.8,0
25,4,1195.94,0
95,6,2380.64,0
126,6,3276.4000000000005,0
57,4,995.6500000000001,0
15,14,3371.13,0
8,2,1042.55,0
3,5,2515.68,0
2,15,5288.83,0
78,5,878.2,0
372,1,303.97,0
38,2,692.19,0
53,3,700.63,0
1,19,13110.02,3
8,4,337.49,0
8,2,168.24,0
18,5,1863.35,0
11,8,2786.05,0
112,2,355.11,0
3,7,2291.08,0
234,2,98.8,0
99,2,64.65,0
177,2,674.52,0
4,9,1797.57,0
358,1,80.64,0
0,6,1739.92,0
0,31,5585.49,0
18,8,3456.7000000000003,0
16,3,834.99,0
21,2,287.59,0
32,1,712.78,0
262,1,15.0,0
50,2,818.8199999999999,0
158,3,371.88,0
14,1,271.2,0
7,3,2273.1800000000003,0
12,12,3960.63,0
198,5,1143.27,0
56,2,245.81,0
10,2,182.77,0
96,5,1215.46,0
254,1,56.4,0
24,3,665.86,0
20,5,642.17,0
158,2,188.02,0
71,2,283.47,0
52,1,131.94,0
84,2,278.74,0
152,4,1865.19,0
73,2,1117.9,0
280,1,225.9,0
26,14,1965.55,0
29,1,106.1,0
24,1,323.04,0
179,2,350.39,0
39,4,697.9,0
21,3,780.43,0
21,11,3026.08,0
36,9,1199.01,0
81,4,1251.84,0
73,1,512.31,0
10,1,546.04,0
15,15,4627.62,0
3,51,7677.71,3
12,4,732.16,0
13,7,1714.6,0
36,4,36.56,0
3,3,387.68,0
71,8,3661.0699999999997,0
190,2,-24.05,0
50,1,298.4,0
4,5,1995.46,0
1,3,398.7,0
32,1,35.400000000000006,0
49,1,155.37,0
2,3,350.64,0
46,1,110.21000000000001,0
41,10,1560.53,0
26,6,2312.7,0
41,1,338.8,0
1,169,40340.78,2
302,1,205.48,0
84,1,2033.1,0
80,9,901.1999999999999,0
217,4,605.8000000000001,0
301,35,5288.63,0
11,2,114.34,0
184,2,311.26,0
372,1,208.97,0
1,6,1393.79,0
2,25,26763.34,3
5,12,5155.66,0
304,1,148.21,0
368,1,252.8,0
2,9,2059.2,0
323,1,330.9,0
58,6,3160.0,0
12,3,597.5,0
30,27,10158.54,3
142,2,325.7,0
29,8,622.75,0
106,5,428.18,0
1,13,1889.4,0
204,1,155.9,0
79,6,1764.3600000000001,0
184,7,658.26,0
169,1,237.61,0
43,1,379.45,0
173,1,178.51999999999998,0
364,1,458.92,0
303,1,133.35000000000002,0
2,4,671.77,0
3,4,717.45,0
11,1,190.19,0
31,3,899.61,0
128,1,111.35,0
18,10,525.78,0
211,2,203.87,0
322,2,602.09,0
161,1,203.85999999999999,0
55,3,244.1,0
224,1,112.25,0
71,8,1119.81,0
43,1,98.0,0
22,1,256.32,0
172,4,541.1,0
84,2,152.06,0
158,1,155.8,0
164,4,15.0,0
28,1,110.38,0
20,2,178.92,0
70,4,800.24,0
246,1,72.9,0
373,1,243.28,0
8,1,366.23,0
309,6,295.61,0
58,2,411.6,0
3,1,336.43,0
44,3,341.28,0
87,1,1304.04,0
3,17,4204.1,0
63,4,826.52,0
281,1,207.50000000000003,0
0,13,2894.33,0
372,1,244.08,0
132,2,397.29,0
44,2,212.54,0
10,5,834.5,0
35,5,1740.48,0
133,2,408.36,0
28,3,1331.57,0
51,2,704.25,0
137,2,145.79,0
4,1,389.84,0
8,7,4301.22,0
159,1,99.14,0
48,14,1983.5800000000002,0
130,1,304.56,0
7,1,77.50000000000001,0
232,2,149.57999999999998,0
36,1,176.68,0
146,1,358.56000000000006,0
0,52,52750.84,2
71,4,472.12,0
39,4,990.8400000000001,0
4,16,2295.37,0
198,4,557.3,0
248,1,12.75,0
65,1,111.68,0
116,1,508.4599999999999,0
170,1,73.78,0
20,39,1296.44,0
141,1,102.83,0
31,2,471.7,0
37,14,2622.57,0
37,5,1098.43,0
371,1,123.07,0
373,1,277.35,0
165,2,228.2,0
210,1,582.59,0
241,1,136.04,0
51,1,337.04,0
24,3,740.79,0
14,14,4393.61,0
371,1,353.19,0
28,1,288.14,0
364,1,300.91999999999996,0
35,5,737.81,0
165,3,811.45,0
144,1,152.68,0
21,1,634.95,0
55,1,20.8,0
184,1,198.57,0
11,8,191.17000000000002,0
236,3,630.84,0
224,2,93.35,0
121,6,629.6899999999999,0
281,1,76.1,0
73,12,1511.3,0
36,2,382.06,0
11,2,417.23,0
361,1,169.47,0
3,2,249.72,0
22,1,444.68,0
69,9,2116.19,0
234,2,252.24,0
256,1,174.8,0
372,1,102.78999999999999,0
154,2,187.29,0
27,1,166.42,0
3,1,120.03,0
31,5,1483.56,0
80,3,523.0,0
107,2,122.14,0
51,1,38.45,0
35,1,668.11,0
152,3,236.77999999999997,0
98,1,115.31,0
3,3,220.7,0
333,1,73.5,0
64,1,97.97,0
21,2,422.88,0
35,3,730.4,0
31,3,405.62,0
153,6,70.02,0
18,2,357.20000000000005,0
11,22,4161.14,0
53,1,165.04999999999998,0
24,3,559.51,0
3,11,2085.65,0
44,1,189.4,0
202,2,172.29000000000002,0
358,1,74.4,0
65,2,297.07,0
6,11,6752.14,0
287,1,363.65,0
9,1,170.16,0
8,4,296.71,0
21,10,2119.41,0
172,3,720.52,0
132,2,814.0,0
5,15,2380.08,0
74,1,318.0,0
39,1,396.33,0
288,1,101.69999999999999,0
25,7,2021.82,0
257,2,453.0,0
154,2,-5.329070518200751e-15,0
113,13,3864.44,0
373,1,489.6,0
22,14,2538.7200000000003,0
7,11,2633.0099999999998,0
216,2,336.13,0
44,4,3651.97,0
18,2,1231.5,0
35,3,343.45,0
25,1,703.37,0
15,2,87.52999999999999,0
329,2,689.95,0
273,1,101.34,0
97,4,3770.1199999999994,0
60,1,167.67000000000002,0
1,12,9065.76,3
92,5,2083.42,0
81,7,3017.3,0
311,2,580.0500000000001,0
11,3,911.15,0
7,7,2692.85,0
126,1,168.31,0
10,2,223.65,0
0,62,256438.49,1
36,1,754.64,0
37,1,113.48000000000002,0
329,1,430.7,0
248,2,264.65,0
1,31,7925.32,3
18,2,206.05,0
11,2,352.69,0
368,1,76.32000000000001,0
289,1,220.1,0
67,8,1418.03,0
25,1,320.72,0
10,31,5595.77,0
367,1,181.12,0
213,1,111.15,0
148,2,673.1,0
7,6,1826.21,0
23,2,589.4399999999999,0
29,5,1141.34,0
60,1,206.82999999999998,0
18,3,348.73,0
242,1,112.55000000000001,0
8,4,1045.74,0
210,2,715.4999999999999,0
28,5,681.9100000000001,0
62,4,761.83,0
294,1,152.65,0
16,8,8393.22,3
360,1,-35.400000000000006,0
150,4,1014.9,0
116,2,1000.16,0
7,12,2888.75,0
12,4,2861.55,0
140,2,160.35000000000002,0
45,2,179.33999999999997,0
50,3,612.0799999999999,0
31,3,566.58,0
134,2,653.35,0
2,2,399.19,0
74,4,347.82,0
12,2,734.94,0
8,3,451.75,0
300,1,530.15,0
56,2,638.0600000000001,0
9,6,1612.79,0
30,2,394.7,0
176,1,302.46000000000004,0
3,6,1355.51,0
175,9,1133.64,0
60,1,202.65,0
32,3,980.31,0
58,7,1208.51,0
14,25,7490.17,0
86,4,2106.84,0
6,1,104.0,0
353,2,448.65,0
30,7,1314.17,0
113,6,1573.41,0
8,6,1793.17,0
4,6,1843.75,0
23,1,382.8,0
217,6,600.52,0
14,1,49.8,0
248,1,304.25,0
14,4,1998.49,0
77,3,1084.34,0
191,3,274.51,0
261,1,207.79999999999998,0
71,1,957.97,0
150,3,212.96,0
63,2,896.0,0
94,2,689.13,0
3,21,5083.06,0
105,1,163.8,0
199,3,1396.99,0
156,1,160.42000000000002,0
70,4,1979.3,0
35,2,517.36,0
28,1,139.10000000000002,0
1,6,2621.38,0
25,5,600.07,0
325,1,248.42,0
236,1,232.48000000000002,0
88,1,299.34000000000003,0
30,1,481.75,0
28,2,621.75,0
205,4,626.38,0
2,11,2019.77,0
219,2,297.78000000000003,0
21,6,1033.31,0
92,1,443.0,0
1,27,6315.2300000000005,0
263,1,158.95000000000002,0
2,17,5361.02,0
38,14,5192.1,0
217,1,93.75,0
49,3,769.2,0
11,20,7276.900000000001,0
8,10,2716.6000000000004,0
191,6,2066.17,0
81,5,582.47,0
325,1,440.0,0
71,3,1796.48,0
29,6,882.24,0
2,5,987.1,0
218,5,1561.6100000000001,0
45,1,422.58,0
9,18,2058.09,0
71,4,2232.4900000000002,0
6,8,2507.56,0
23,2,596.1,0
113,4,783.02,0
16,1,95.34,0
300,2,342.92,0
86,1,4314.72,0
50,2,526.67,0
88,1,103.3,0
354,1,-50.1,0
38,12,2265.38,0
24,3,2338.6000000000004,0
172,8,2595.0,0
42,2,324.24,0
139,1,149.48,0
22,4,1211.08,0
71,2,801.51,0
133,2,0.0,0
357,2,138.9,0
37,3,238.95000000000002,0
2,7,3064.78,0
1,3,204.0,0
17,2,1.7763568394002505e-15,0
20,3,323.36,0
57,2,97.63,0
73,1,173.9,0
277,1,180.60000000000002,0
180,1,80.82,0
7,3,176.6,0
3,16,2094.88,0
42,3,1837.28,0
